src,tgr
他以前是个诚实的人。,He was an honest man.
你知道我住哪吗？,Do you know where I live?
木匠带著工具。,The carpenter brought his tools along.
我不說謊。,I don't lie.
我覺得他是對的。,I have a feeling he is right.
我梦到你了。,I dreamt about you.
孩子在母亲的怀中熟睡。,The baby was sound asleep in her mother's arms.
困了的话就说哦。,"If you get sleepy, just tell me."
沒有理由害怕。,There's no reason to be afraid.
你准备待多久？,How long do you plan to stay?
汤姆是法语母语者。,Tom is a native speaker of French.
你會游泳嗎?,Are you able to swim?
你怎麼還關心這個？,Why do you even care about this?
比起果汁，我比較喜歡牛奶。,I prefer milk to juice.
我在網路上賣衣服。,I sell clothing online.
请自重。,Please conduct yourself with dignity.
汤姆给玛丽半个苹果。,Tom gave Mary half of the apple.
你今天上午看起來很高興。,You look very happy this morning.
你怎么了？,What's with you?
我要幾個土豆。,I want a few potatoes.
最後，她解決了這個問題。,"At last, she solved the problem."
我喜欢葡萄酒。,I like wine.
你的體重增加了，不是嗎？,"You've put on weight, haven't you?"
让我们试着好好相处。,Let's try to get along.
下午可能會下雪。,It may snow in the afternoon.
他让我做他的助理。,He made me his own assistant.
我记得见过他。,I remember seeing him.
我會給你這筆錢。,I'll give you this money.
我父親喜歡批薩。,My father likes pizza.
请在三天内回来。,Please come again in three days time.
他們相信來世。,They believe in a life after death.
他倆想要一個孩子。,They both want a child.
她幾點出生的？,What time was she born?
你买了往返的票吗？,Did you buy a round-trip ticket?
这家酒店服务很好。,The service is excellent in this hotel.
你是我最好的朋友。,You're my best friend.
我知道你是什么意思。,I know what you meant.
放松点吧。,Just relax.
汤姆把他的钱放在保险柜里。,Tom put his money in the safe.
我幾乎沒有遇見她。,I almost didn't meet her.
家里一切都好。,Everything is all right at home.
我不知道。你怎麼想？,I don't know. What do you think?
一隻貓有一條尾巴和四隻腳。,A cat has a tail and four legs.
你们在听我说吗？,Are you all listening to me?
这男人把他的灵魂卖给魔鬼。,The man sold his soul to the devil.
不幸的是電話壞了。,Unfortunately the telephone was out of order.
還有誰知道它？,Who else knows about it?
我的鼻子没办法呼吸了。,I can't breathe through my nose.
我们会找到解决办法的，我确信,"We'll find a solution, I'm sure."
你喜歡日本料理嗎?,Do you like Japanese food?
我拒绝被你像奴隶一样对待。,I refuse to be treated like a slave by you.
我知道我把它放在地下室的某個地方了。,I know I left it somewhere down here in the basement.
这张桌子是干净的。,This table is clean.
我家旁边有几家商店。,There are a few shops next to my house.
我想要吃甜的東西。,I want something sweet to eat.
我是那种面对人群很紧张的人，所以我的演讲能力很差。,"I'm the type who gets nervous in front of people, so I'm bad at speech making."
你的时间快用完了。,Your time is running out.
她为自己的粗心感到羞耻。,She was ashamed of herself for her carelessness.
她在睡眠中安详地去世了。,She passed away peacefully in her sleep.
它是食物。,It's food.
這本是我的筆記本。,This is my notebook.
我们被耍了。,We've been tricked.
乡间有很多树。,There are lots of trees in the countryside.
每个人都很特别。,Every person is special.
来嘛！给我个机会。,Come on! Give me a chance.
奥林匹克的起源是什么？,What are the origins of the Olympics?
你在高中的时候胖吗？,Were you fat when you were in high school?
让我们别来，我们就更想来了。,"When we are told not to come, we become all the more eager to go."
等雨停了，我们去散步吧。,Let's go for a walk after it stops raining.
有足夠的光線讀書。,There is enough light to read by.
我喜欢你！,I like you.
她早上打網球。,She plays tennis in the morning.
她为她的家人准备健康餐。,She prepares wholesome meals for her family.
这里夏天非常炎热。,"In the summer, it's very hot here."
冬季快來了。,Winter is coming soon.
我穿這條褲子很合身。,These pants fit me well.
請包起來。,Please wrap it up.
给我你的电话号码。,Give me your phone number.
我们抓住了小偷。,We caught the thief.
汤姆胜利了。,Tom won.
我被抢劫了。,I got robbed.
酸雨不是自然现象。,Acid rain is not a natural phenomenon.
從太空中看，地球是什麼模樣呢?,What does the earth look like from space?
我在班里是最高的。,I'm the tallest one in the class.
這個東西很有價值。,This stuff is worth its weight in gold!
亲吻一个抽烟的人就像在舔烟灰缸。,Kissing a smoker is like licking an ashtray.
我不擅長畫畫。,I'm poor at drawing.
我還沒決定。,I haven't decided yet.
警方逮捕了嫌疑人。,The police arrested the suspect.
由你來決定。,It's up to you to decide.
我經常和他去釣魚。,I often went fishing with him.
我也紧张。,"I was nervous, too."
你到底在这里干什么？,What on earth are you doing here?
你法语说得好吗？,Do you speak French well?
我弟弟很喜欢拍山的照片。,My younger brother really likes to take photos of mountains.
我不能忍受這個噪音。,I can't stand the noise.
他有三个儿子。,He has three sons.
没有错误。,There were no mistakes.
你是执业医师吗？,Are you a practicing physician?
你將無法趕上火車。,You will not be able to catch the train.
我可以牵着你的手吗？,Is it OK if I hold your hand?
别进我的房间。,Don't come into my room.
我想要的就是这个。,It's just what I wanted.
这些产品的品质是一样的。,The quality of these products is the same.
她教了三十年的音樂。,She taught music for thirty years.
你想吃点午饭吗？,Do you want to get some lunch?
最近的火车站在哪里？,Where's the nearest train station?
他一點一點地變好。,He is getting better bit by bit.
我在說別的事。,I was talking about something else.
我们应该不够时间在今天之内完成它。,We probably don't have enough time to finish doing that today.
我一直信守我的諾言。,I've always kept my promises.
我父亲出门了。,My father is out.
請幫我把今天的報紙帶來。,"Bring me today's paper, please."
我没能让他認識到他的错误。,I could not convince him of his mistake.
跟著他走。,Follow him.
想法很重要。,Ideas matter.
后会有期。,We'll meet again.
我父亲给我买了一辆自行车。,My father bought me a bicycle.
汤姆已经习惯了。,Tom is already used to that.
告诉我你没有这么做。,Tell me you didn't do this.
让我们一醉方休吧！,Let's get drunk.
你夏天去了任何地方嗎？,Did you go anywhere for the summer?
他們每個人都被授獎了。,Each of them was given a prize.
请问你能再告诉我一遍你的名字吗？,Can you please tell me your name once more?
他看向四周，但沒看到任何人。,"He looked around, but he saw no one."
告訴我發生了什麼事。,Tell me what happened.
我們得到了一份有趣的情報。,We got an interesting piece of information.
汤姆有玛丽的地址。,Tom has Mary's address.
我的护照被人偷了。,My passport was stolen.
他们粗心大意，还没意识到危险。,They were carelessly unaware of the danger.
他解释了句子的字面意思。,He explained the literal meaning of the sentences.
我父亲六十岁就要退休了。,My father will retire at the age of sixty.
别插手。,Stay out of this.
火總是危險的。,Fire is always dangerous.
把這本書放在架子的底部。,Put the book on the bottom shelf.
去美国旅行一次相当于她两年的工资。,A trip to America was equivalent to a two-year salary for her.
DNA检测表明，他是无辜的。,A DNA test showed he was innocent.
湯姆問了幾個問題。,Tom asked a few questions.
我星期日並不總是有空。,I am not always free on Sundays.
胃里如同千军万马开过。,An army marches on its stomach.
为什么我应该去上学？,Why should I go to school?
湯姆和我是朋友。,Tom and I are friends.
每个人都遇到过困难。,Everybody had a hard time.
他現在在倫敦洽公。,He is in London on business now.
她故意把窗戶弄壞了。,She broke the window on purpose.
我的工作是洗盤子。,My job is washing dishes.
你身上有錢嗎？,Do you have any money with you?
天黑後不要讓她出門。,Don't let her go out after dark.
汤姆跑得比我快。,Tom runs faster than me.
我爸爸的車是新的。,My father's car is new.
