src,trg
贝多芬走向钢琴，坐下来并开始弹。,"Beethoven went over to the piano, sat down and began to play."
我阿姨做了一條新裙子給我。,My aunt made a new skirt for me.
他有一個很好的性格。,He has a wonderful personality.
他看起来健康强壮。,He appears to be strong and healthy.
在這個湖上滑冰安全嗎？,Is it safe to skate on this lake?
我需要换乘吗?,Do I need to transfer?
汤姆决定留下。,Tom decided to stay behind.
我注册了，现在该干什么呢？,What do I have to do now that I'm registered?
Tom在醫院。,Tom is in the hospital.
我为这家报社工作四年了。,I've been working for this newspaper for four years.
我们不再像汤姆那样年轻。,We're not as young as Tom.
我吃了這個蘋果。,I ate the apple.
我寧願自己獨立生活也不要他來指使我。,I would rather live by myself than do as he tells me to do.
她正吃著一個蘋果。,She's eating an apple.
他是个好人。,He's a good person.
用濕布清潔窗戶。,Clean the window with a damp cloth.
我是個輸家。,I'm a loser.
他們並不總是服從他們的父母。,They don't always obey their parents.
工業發展迅速。,Industry was growing quickly.
我喜欢短发。,I like short hair.
你喜欢去哪儿就可以去哪儿。,You may go anywhere you like.
谢谢你的建议。,Thanks for the advice.
汤姆人很好。,Tom is very kind.
每個人都說我看起來像我爸爸。,Everybody says I look like my father.
来加入我们吧。,Join us.
以前讀高中的時候﹐我每天早上六點起床。,"Back in high school, I got up at 6 a.m. every morning."
那個時候我還沒有結婚。,I wasn't yet married at that time.
她好像没认出我。,She didn't appear to recognize me.
没问题！,No problem!
在日本，在我们的雨季常常下雨，雨季一般在六月中旬至七月中旬。,"In Japan, it rains quite a bit during our rainy season which is from mid-June until mid-July."
整个世界都需要和平。,The entire world desires peace.
明天我必須參加考試。,I have to take a test tomorrow.
我是一個外國人。,I'm a foreigner.
您会开车吗？,Can you drive a car?
他和我是兄弟。,He and I are brothers.
汤姆新的女朋友是素食主义者。,Tom's new girlfriend is a vegetarian.
雷聲嚇到孩子了。,The thunder scared the children.
据我所知，她仍然失踪。,"As far as I know, she is still missing."
更糟糕的是開始下雪了。,"To make matters worse, it began snowing."
他對每個人都非常友善。,He was very friendly to everybody.
我觉得不会有更多学生想来了。,I don't think any more students want to come.
下雨了。,It's raining.
他正遭受严重头痛的困扰。,He was suffering from a bad headache.
这个森林里有很多小鸟。,There are many birds in this forest.
我想尽快从这个不透气的屋子里出去。,I want to move out of this cramped room as soon as I can.
我可以借你的灰色西装吗？,Could I borrow your gray suit?
你知道如何開車嗎？,Do you know how to drive a car?
他说的话根本毫无意义。,What he says is total nonsense.
她看來病得严重。,She seems to be very ill.
我拒绝回答你的问题。,I refuse to answer your question.
她看见血就晕了。,She fainted when she saw blood.
你認為湯姆要傷害我。,I thought Tom was going to hurt me.
我的视力正慢慢下降。,My eyesight is getting worse.
也許她明天會來。,Perhaps she will come tomorrow.
我為我的孩子們感到很驕傲。,I'm so proud of my boys.
接电话。,Pick up the phone.
他坐在一张空桌旁。,He's sitting at an empty table.
汤姆不想跟任何人说话。,Tom doesn't want to talk to anybody.
村子裡的每個人都認識他。,Everybody in the village knew him.
我不太確定。,I don't know for certain.
尽量试着用好你的时间。,Try to make the most of your time.
Tom不容易被滿足。,Tom is not easily satisfied.
我們給了母親一支手錶。,We gave our mother a watch.
您不是医生。,You are not a doctor.
我习惯辛勤努力地工作。,I am accustomed to working hard.
你今天將在哪裡吃午餐?,Where will you have lunch today?
她叫什麼名字？,What's her name?
医生决定立刻动手术。,The doctor decided to operate at once.
军队占领了整片领土。,The armed forces occupied the entire territory.
湯姆說法語說得不太好。,Tom can't speak French well.
他站在街角。,He was standing at the street corner.
"進來, 門是開的。","Come in, the door's open."
它在你家附近嗎？,Is it near your house?
她几乎不说英语。,She spoke scarcely a word of English.
老师也会犯错。,Teachers also make mistakes.
我甚至在週日工作。,I even work on Sundays.
我們身在原子能時代。,We are in the era of atomic energy.
我今天沒課。,I don't have classes today.
我可以吃點什麼嗎？,May I eat something?
我住在这区。,I live in this area.
汤姆脑子好使。,Tom is smart.
無論你去哪裡我都會跟著你。,"Wherever you go, I will follow you."
灯灭了，汤姆点起了蜡烛。,"When the lights went out, Tom lit a candle."
我們在那裡有一個不愉快的經歷。,We had an unpleasant experience there.
我不知道你的計畫。,I didn't know about your plan.
我曾在罗马生活过。,I once lived in Rome.
我常常去看電影。,I often go to the movies.
我把他誤認為是他的兄弟。,I mistook him for his brother.
我肯定她很快就会回来的。,I'm sure that she will come back soon.
我确定你會感興趣。,I'm sure you'll be interested.
我什么都不知道。,I don't know anything.
她開朗的個性使我覺得快樂。,I get a kick out of her cheerful personality.
价钱是10年前的2倍。,Prices are double what they were ten years ago.
我很擔心我的體重。,I'm very worried about my weight.
你不能靠湯姆。,You can't depend on Tom.
那是汤姆承诺的。,That's what Tom promised.
你對這個問題有甚麼感受？,How do you feel about the issue?
我們要在一起生活。,We had to live together.
這一個還活著。,This one's still alive.
請你把鹽遞給我好嗎？,"Can you pass me the salt, please?"
你覺得累嗎？,Are you feeling tired?
我们的车走了。,There goes our bus.
他的演講吸引了我們的注意。,His speech captured our attention.
他看起来很年轻。,He looks young.
做那事是我的责任。,It was my duty to do that.
留着吧。,Keep them.
我請他開車送我回家。,I asked him to drive me home.
我注意到她当时戴了顶新帽子。,I noticed she was wearing a new hat.
我的老板总让我很忙。,My boss is keeping me pretty busy.
爹地喜歡講有趣的事。,Daddy loves to say funny things.
你想到几岁才结婚呢？,At what age do you want to get married?
我不能等你。,I can't wait for you.
他命令我立刻离开这个房间。,He commanded me to leave the room immediately.
湯姆知道不同之處。,Tom knows the difference.
請再說一次。,Please say it once more.
我们的老师给作业给得很多。,Our teacher gives us a lot of homework.
他們一整年都必須工作。,They had to work all year round.
我喜歡爵士樂。,I like jazz music.
汤姆喜欢足球。,Tom likes football.
你知道他住在哪裡嗎？,Do you know where he lives?
你沒有讀書的必要。,There's no need for you to study.
我在海边捡了个漂亮贝壳。,I picked up a pretty shell at the seaside.
湯姆可能是素食者。,Tom might be a vegetarian.
晚饭后我洗了碗碟。,"After supper, I washed the dishes."
它不是猫。它是狗。,It's not a cat. It's a dog.
汤姆是个骗子。,Tom is deceitful.
我周日从来都不在家。,I am never at home on Sundays.
這輛汽車是誰的?,Whose car is this?
不要担心，我会帮你的。,"Don't worry, I'll help you."
请再给我一些水。,I'd like some more water.
让我看看那些照片。,Let me have a look at those photos.
我認為湯姆會高興。,I think Tom would be pleased.
湯姆覺得冷。,Tom felt cold.
我欣赏你。,I admire you.
到目前为止，你认为你阅读过多少书籍？,"Up to now, how many books do you think you've read?"
當我回家時，我遇見了他。,I met him while I was coming home.
你有18歲了嗎？,Are you over 18?
你想要伙伴吗？,Do you want some company?
读书很重要。,Reading books is important.
我身上幾乎沒有錢。,I have almost no money with me.
网球在学生中非常流行。,Tennis is very popular among students.
我记得去年夏天的历险。,I remember last summer's adventure.
我买了两张音乐会的票。,I bought two tickets for a concert.
汤姆睡着了吗？,Was Tom asleep?
我覺得這個工作非常有趣。,I found the work very interesting.
台风袭击了关东地区。,The typhoon struck the Kanto district.
